"landtype","spp","poolID","amountAtT0"
"320","ACER.RUB","6",500
"320","ACER.RUB","7",1016
"320","ACER.RUB","8",138
"320","ACER.RUB","9",31
"320","ACER.RUB","10",0
"324","ACER.RUB","1",2
"324","ACER.RUB","2",0
"324","ACER.RUB","3",37
"324","ACER.RUB","4",2
"324","ACER.RUB","5",126
"324","ACER.RUB","6",282
"324","ACER.RUB","7",622
"324","ACER.RUB","8",40
"324","ACER.RUB","9",3
"324","ACER.RUB","10",0
"325","ACER.RUB","1",28
"325","ACER.RUB","2",2
"325","ACER.RUB","3",49
"325","ACER.RUB","4",6
"325","ACER.RUB","5",314
"325","ACER.RUB","6",411
"325","ACER.RUB","7",908
"325","ACER.RUB","8",133
"325","ACER.RUB","9",16
"325","ACER.RUB","10",0
"328","ACER.RUB","1",50
"328","ACER.RUB","2",3
"328","ACER.RUB","3",101
"328","ACER.RUB","4",10
"328","ACER.RUB","5",471
"328","ACER.RUB","6",705
"328","ACER.RUB","7",1491
"328","ACER.RUB","8",217
"328","ACER.RUB","9",36
"328","ACER.RUB","10",0
"329","ACER.RUB","1",127
"329","ACER.RUB","2",5
"329","ACER.RUB","3",241
"329","ACER.RUB","4",18
"329","ACER.RUB","5",617
"329","ACER.RUB","6",1199
"329","ACER.RUB","7",2334
"329","ACER.RUB","8",288
